[MS Spectrum]	
# of Peaks	314
Raw Spectrum	2.117 (scan : 71)
Background	No Background Spectrum
Base Peak	m/z 43.10 (Inten : 13,585)
Event#	1
m/z	Absolute Intensity
393.20	1
395.20	44
396.20	27
397.20	4
398.20	35
[MS Spectrum]	
# of Peaks	204
Raw Spectrum	4.985 -> 4.988 (scan : 1792 -> 1794)
Background	4.952 <-> 5.035 (scan : 1772 <-> 1822)
Base Peak	m/z 57.10 (Inten : 7,236)
Event#	1
m/z	Absolute Intensity
35.00	14
39.10	1312
40.10	162
41.10	5680
42.10	2013
43.10	5265
44.10	3347
45.10	1189
46.10	68
48.10	30
50.10	147
51.10	162
53.10	292
54.15	1056
55.15	3788
56.15	4723
57.10	7236
58.10	408
59.10	99
60.10	25
65.10	109
66.10	234
67.10	1432
68.10	2383
69.10	1777
70.15	3155
71.10	1382
72.10	391
73.10	8
75.10	6
77.05	512
78.10	25
80.10	123
81.15	2179
82.15	1976
83.10	909
84.10	118
85.20	277
86.20	206
87.10	10
88.10	16
93.10	288
94.20	86
95.15	1423
96.10	1428
97.10	32
98.15	1752
99.20	232
100.20	116
101.20	30
104.20	31
105.10	414
106.10	104
107.10	15
108.10	69
109.10	304
110.10	66
112.10	6
113.10	114
114.10	404
123.10	18
124.10	123
128.10	7
130.10	4
131.10	7
134.10	24
136.10	113
137.10	5
139.10	52
140.10	61
141.10	19
144.10	6
147.10	26
148.10	14
149.10	38
150.10	13
153.10	12
154.10	44
155.10	42
158.10	9
159.10	73
160.10	16
161.10	32
164.10	8
165.10	17
168.10	28
169.10	14
171.10	10
174.10	68
177.10	38
178.10	26
181.10	17
182.10	80
183.10	36
184.10	20
185.10	23
186.10	46
187.10	9
190.10	60
191.10	14
192.10	13
193.10	5
194.10	9
197.10	31
198.10	24
199.10	38
200.10	14
202.10	10
203.10	9
206.10	23
207.10	41
208.10	81
209.10	28
210.10	30
213.10	51
214.10	32
216.10	24
218.10	28
219.10	14
223.10	9
224.10	18
226.10	7
227.10	9
228.10	61
229.10	19
231.10	30
233.10	7
234.10	15
242.10	20
243.10	33
246.10	7
248.10	13
250.10	11
252.10	33
253.10	3
255.10	7
258.10	22
261.10	14
262.10	9
264.10	24
266.10	21
268.10	3
269.10	18
271.10	15
272.10	28
273.10	43
274.10	17
275.10	29
277.10	26
278.10	14
281.10	35
283.10	31
284.10	31
286.10	25
288.10	22
293.10	48
298.10	84
302.10	29
303.10	26
304.10	33
307.10	2
308.10	26
314.10	7
315.10	17
317.10	12
318.10	32
319.10	17
323.10	23
324.10	38
325.10	41
326.10	2
330.10	48
337.10	10
339.10	14
340.10	47
343.10	24
344.10	39
347.10	19
351.10	13
352.10	10
354.10	39
359.10	9
360.10	58
361.10	35
363.10	7
364.10	25
367.10	28
371.10	10
372.10	39
375.10	50
376.10	35
377.10	4
378.10	37
379.10	59
380.10	2
382.10	28
386.10	47
387.10	48
388.10	2
391.10	44
393.10	15
395.10	4
396.10	53
397.10	50
[MS Spectrum]	
# of Peaks	254
Raw Spectrum	5.143 -> 5.147 (scan : 1887 -> 1889)
Background	5.112 <-> 5.202 (scan : 1868 <-> 1922)
Base Peak	m/z 73.10 (Inten : 107,956)
Event#	1
m/z	Absolute Intensity
38.00	13
40.10	120
42.10	130
43.10	461
44.05	163
45.10	5951
46.10	464
47.10	234
48.10	80
49.10	12
50.10	49
51.10	68
52.10	76
54.10	49
55.15	131
56.10	82
57.10	318
58.10	139
59.10	4293
60.10	267
61.10	91
64.10	76
65.10	103
70.10	208
71.10	509
72.10	108
73.10	107956
74.15	8636
75.10	4352
76.10	123
78.10	94
82.10	56
83.10	57
84.10	106
85.10	659
87.10	655
88.10	29
89.10	104
90.10	100
91.10	1182
92.15	939
94.10	42
96.10	149
97.10	164
99.10	236
100.10	59
102.10	184
103.10	181
104.10	198
108.40	283
108.60	193
110.50	16
111.40	47
112.50	92
112.60	28
114.40	58
117.50	27
118.10	147
119.15	385
119.60	20
121.10	32
122.20	291
124.20	18
125.10	266
126.10	194
127.60	2
130.20	19
132.10	113
133.10	442
134.10	161
135.10	57
135.60	42
137.10	27
138.10	1
139.10	142
139.60	42
141.10	220
141.60	47
143.60	15
145.10	62
147.10	252
147.60	69
149.10	72
149.60	10
154.05	1407
155.05	618
156.10	160
157.10	19
158.10	44
161.10	45
162.00	992
163.10	454
164.00	3
165.10	374
166.10	64
170.00	392
171.00	131
172.10	33
175.00	113
176.00	45
177.00	362
178.00	122
178.90	698
179.90	156
180.90	191
184.90	35
185.90	33
186.90	1
187.90	12
188.90	22
189.90	87
190.95	1465
192.00	306
192.95	1714
194.00	138
195.00	85
197.00	6
198.00	24
202.00	33
203.00	254
204.00	121
205.05	694
206.00	94
206.90	1022
207.90	305
208.90	141
209.90	26
212.90	10
214.90	47
216.90	20
217.90	10
218.90	52
220.90	188
222.90	740
223.90	149
224.90	41
227.90	38
229.90	18
231.90	23
232.90	76
233.90	59
234.90	361
235.90	91
236.90	526
237.90	73
238.90	25
243.90	8
246.90	31
247.90	8
249.00	1517
249.85	544
250.95	1767
251.90	766
252.95	689
253.90	221
254.90	113
256.00	1
257.90	7
258.90	5
260.90	15
261.90	36
262.90	184
263.90	90
264.90	572
266.00	110
266.95	27485
268.00	7152
268.95	4712
269.95	693
271.00	203
272.00	70
274.90	32
275.90	66
278.00	10
279.00	84
281.00	279
282.00	99
283.00	62
284.00	22
285.00	26
288.90	25
290.00	25
290.90	16
292.00	37
293.00	166
294.00	18
295.00	54
296.00	24
297.00	39
298.00	15
303.00	25
303.90	17
304.90	43
307.00	42
309.00	178
310.00	52
311.00	25
312.00	37
313.00	31
314.00	18
314.90	16
316.00	12
318.00	47
319.90	1
320.90	14
322.00	26
322.90	810
323.90	404
324.90	519
325.90	167
326.90	89
333.90	17
335.90	9
336.90	24
338.95	978
339.90	411
340.90	400
341.90	104
342.90	68
343.90	23
345.90	39
346.90	17
350.90	34
351.90	8
354.00	63
354.95	24220
355.95	7801
357.00	5943
357.90	1580
358.90	320
360.00	84
360.90	28
363.00	21
364.00	3
364.90	11
367.90	6
368.90	4
371.00	20
373.00	64
374.00	50
376.00	13
377.00	51
378.00	52
378.90	13
381.00	26
381.90	1
383.00	8
388.00	48
389.90	59
392.00	57
392.90	40
395.90	13
398.00	1
399.00	19
[MS Spectrum]	
# of Peaks	192
Raw Spectrum	5.383 -> 5.387 (scan : 2031 -> 2033)
Background	5.348 <-> 5.458 (scan : 2010 <-> 2076)
Base Peak	m/z 60.10 (Inten : 14,045)
Event#	1
m/z	Absolute Intensity
35.00	11
38.00	114
39.10	2207
41.10	5686
42.10	1943
43.10	7198
45.10	1468
46.10	1
50.10	32
52.10	82
53.10	492
54.10	311
55.15	5451
56.10	1849
57.15	2437
58.20	228
59.15	500
60.10	14045
61.05	2077
62.00	95
63.10	47
64.00	65
65.10	453
66.10	100
67.00	630
68.00	109
69.15	1758
70.10	227
72.10	39
73.10	8410
74.10	831
75.10	11
77.10	159
78.10	80
80.10	129
81.10	268
82.10	376
83.10	950
84.15	2893
85.15	2797
86.10	258
87.10	1785
88.10	233
89.10	199
90.10	85
91.10	3107
92.15	666
93.10	75
95.10	193
96.10	27
97.15	347
98.10	261
99.20	86
100.10	85
101.10	2863
102.10	263
103.10	73
104.10	69
105.10	24
106.10	19
107.10	45
108.10	65
109.10	39
110.10	7
111.10	63
113.10	51
115.10	928
116.10	99
117.20	75
120.10	52
124.20	79
125.20	154
126.20	18
127.10	317
128.20	75
129.20	223
130.10	3
131.20	100
133.10	26
135.20	24
136.20	22
137.10	6
138.20	31
139.10	57
143.10	37
144.20	26
146.20	250
147.20	6
148.10	27
149.20	27
150.20	5
152.20	87
153.10	4
154.20	9
157.20	9
158.20	3
159.10	3
160.20	12
163.10	67
164.20	37
165.20	38
166.10	20
169.10	18
170.20	15
173.20	2
174.20	21
178.20	56
180.10	22
182.20	3
183.10	17
189.20	69
193.20	35
194.20	15
195.20	3
196.20	33
197.20	19
198.20	24
199.10	8
202.10	24
212.20	17
214.20	18
217.10	28
221.20	5
223.20	10
224.20	3
227.10	67
228.20	3
230.20	45
231.20	16
236.10	10
237.10	3
238.20	4
239.20	14
248.10	14
251.10	27
253.20	7
254.20	47
258.10	2
260.20	30
261.20	18
263.20	39
268.20	2
269.20	37
276.20	5
278.20	15
284.10	31
287.10	9
290.10	9
291.10	44
292.20	11
293.10	23
298.20	12
304.20	8
305.20	32
307.10	1
308.20	35
309.20	10
317.20	8
320.10	1
321.10	21
328.20	58
329.20	26
338.10	4
342.20	50
346.20	19
352.10	36
354.20	17
356.20	25
359.20	8
360.10	4
361.10	1
363.10	11
364.20	18
367.20	18
368.20	31
369.20	30
371.10	13
372.20	7
373.20	35
377.20	38
378.20	1
379.20	12
381.20	5
382.10	77
385.10	7
386.20	18
387.20	4
390.10	13
391.10	40
394.10	3
395.20	69
396.10	7
[MS Spectrum]	
# of Peaks	186
Raw Spectrum	5.485 -> 5.488 (scan : 2092 -> 2094)
Background	5.458 <-> 5.548 (scan : 2076 <-> 2130)
Base Peak	m/z 91.10 (Inten : 306,514)
Event#	1
m/z	Absolute Intensity
36.00	3
37.10	620
38.10	3253
39.10	20816
40.10	1423
41.10	4779
42.10	436
43.10	491
45.60	3439
50.10	3981
51.10	9367
52.10	2721
53.15	771
54.10	37
59.05	19582
61.10	829
62.05	3876
63.05	12551
64.10	3268
65.10	44512
66.10	2433
67.10	60
69.15	76
74.10	859
75.05	534
76.00	446
77.10	3765
78.10	2256
79.10	2013
80.10	145
81.10	4
83.10	65
85.10	70
86.00	721
87.00	268
88.10	304
89.10	14603
90.15	7277
91.10	306514
92.10	23804
93.05	763
94.10	83
98.10	139
103.10	320
104.20	2
105.10	3258
106.10	1000
107.10	830
108.05	1151
109.10	47
111.10	11
112.20	41
116.10	53
118.15	4257
119.10	6373
120.10	340
121.20	527
122.20	190
123.20	2
127.20	65
128.20	104
129.20	50
133.20	15
135.05	414
136.10	15
140.10	5
147.10	128
148.10	54
149.15	1460
150.15	64181
151.15	6467
152.10	616
154.10	1
156.10	31
160.10	43
162.10	108
164.10	44
166.10	14
167.10	1
172.10	28
173.10	43
175.10	31
180.10	5
181.10	30
182.10	12
183.10	14
185.10	16
188.10	42
189.10	24
190.10	14
191.10	17
192.10	33
193.10	3
196.10	18
199.10	22
205.10	18
206.10	6
208.10	29
212.10	7
215.10	38
216.10	14
220.10	3
224.10	18
227.10	2
228.10	42
230.10	7
231.10	20
232.10	7
233.10	20
234.10	62
236.10	38
237.10	37
238.10	10
243.10	18
244.10	38
251.10	35
252.10	131
254.10	47
257.10	62
258.10	39
260.10	12
261.10	24
262.10	1
264.10	12
265.10	16
266.10	60
274.10	1
280.10	23
287.10	30
291.10	41
295.10	14
296.10	6
298.10	11
304.10	22
306.10	33
310.10	22
311.10	19
313.10	29
314.10	47
319.10	38
321.10	15
322.10	7
323.10	42
324.10	28
325.10	48
326.10	46
330.10	30
331.10	8
332.10	42
333.10	22
334.10	17
335.10	19
336.10	16
337.10	13
338.10	11
341.10	15
342.10	26
343.10	12
344.10	35
346.10	8
347.10	10
350.10	6
353.10	17
356.10	29
359.10	2
365.10	32
366.10	19
368.10	24
370.10	26
371.10	57
373.10	16
374.10	11
375.10	53
376.10	21
377.10	70
379.10	29
382.10	32
383.10	5
385.10	5
386.10	18
388.10	8
394.10	10
395.10	16
397.10	25
398.10	45
400.10	20
[MS Spectrum]	
# of Peaks	187
Raw Spectrum	5.563 -> 5.567 (scan : 2139 -> 2141)
Background	5.548 <-> 5.602 (scan : 2130 <-> 2162)
Base Peak	m/z 43.10 (Inten : 8,925)
Event#	1
m/z	Absolute Intensity
36.00	15
38.00	19
39.10	1320
40.05	82
41.10	7495
42.10	2217
43.10	8925
44.05	228
47.10	63
49.10	49
50.10	42
51.10	25
52.10	23
53.10	486
54.15	1399
55.10	7627
56.10	6760
57.15	5057
58.15	496
61.00	40
62.00	112
66.10	80
67.10	1333
68.15	1023
69.15	7356
70.15	5372
71.15	1969
72.20	154
76.20	19
77.10	76
78.10	107
79.10	215
80.20	53
81.20	244
82.15	1509
83.15	4802
84.15	3021
85.15	863
88.10	41
90.10	50
92.15	140
94.20	38
95.10	390
96.15	494
97.15	3499
98.15	1307
99.20	177
101.20	158
107.20	27
108.20	116
109.20	162
110.20	193
111.20	1233
112.20	366
115.20	76
117.20	2
121.20	169
122.20	127
124.20	165
125.20	381
126.20	216
127.20	73
128.20	75
129.20	57
130.20	15
131.20	44
133.20	28
134.20	18
137.20	2
138.20	118
139.20	139
140.20	63
142.20	33
147.20	13
149.10	30
152.10	23
156.10	18
162.10	57
164.10	43
168.10	106
171.10	53
173.10	10
179.10	13
181.10	23
183.10	15
188.10	35
189.10	26
192.10	16
193.10	3
195.10	37
198.10	8
200.10	11
202.10	5
205.10	4
206.10	8
207.10	7
208.10	4
213.10	1
215.10	25
220.10	27
221.10	16
223.10	21
225.10	37
226.10	55
229.10	21
231.10	15
233.10	21
234.10	58
236.10	11
240.10	25
241.10	12
245.10	35
246.10	78
248.10	16
250.10	14
252.10	16
253.10	46
254.10	1
256.10	14
257.10	10
259.10	40
261.10	16
264.10	20
265.10	88
266.10	47
267.10	58
271.10	11
272.10	24
274.10	18
276.10	3
279.10	38
280.10	7
284.10	8
287.10	36
288.10	12
289.10	43
292.10	15
293.10	6
295.10	6
300.10	7
304.10	37
306.10	14
309.10	28
310.10	40
311.10	40
313.10	5
316.10	2
318.10	7
319.10	29
322.10	41
324.10	7
325.10	12
327.10	39
328.10	5
329.10	38
330.10	18
332.10	4
333.10	27
336.10	55
339.10	44
340.10	4
341.10	64
343.10	11
345.10	39
348.10	12
349.10	25
350.10	18
351.10	25
355.10	6
359.10	72
360.10	24
361.10	2
364.10	4
370.10	38
374.10	6
377.10	18
379.10	46
380.10	45
382.10	6
389.10	20
391.10	15
393.10	10
394.10	19
395.10	3
397.10	42
398.10	6
399.10	25
[MS Spectrum]	
# of Peaks	185
Raw Spectrum	5.620 -> 5.623 (scan : 2173 -> 2175)
Background	5.602 <-> 5.648 (scan : 2162 <-> 2190)
Base Peak	m/z 57.15 (Inten : 13,327)
Event#	1
m/z	Absolute Intensity
39.15	727
40.10	219
41.10	3318
42.15	1053
43.10	9909
44.05	386
46.00	88
47.00	54
48.10	40
49.10	37
50.00	67
51.10	83
53.10	215
54.10	88
55.10	1371
56.15	1668
57.15	13327
58.20	497
59.20	241
61.10	58
62.10	16
65.10	70
67.10	213
68.10	115
69.10	408
70.15	1110
71.15	7034
72.10	437
74.10	15
77.10	55
78.10	77
79.10	27
80.10	36
81.10	5
82.10	92
83.25	480
84.10	756
85.15	4025
86.20	141
89.20	28
93.10	196
94.10	10
96.10	32
98.10	539
99.20	864
100.20	78
101.20	17
102.20	1
103.20	24
108.20	10
112.20	472
113.20	378
115.20	5
116.20	1
117.20	28
118.20	73
121.20	111
122.20	74
124.20	21
126.20	176
127.20	301
128.20	26
133.20	37
134.20	36
135.20	29
136.20	36
137.20	39
138.20	41
139.20	25
140.20	107
141.20	48
142.20	74
147.20	35
149.20	10
151.20	46
153.20	22
157.20	73
158.20	16
160.20	41
162.10	34
164.20	1
170.10	396
172.20	4
173.20	34
174.20	5
176.10	7
177.10	22
179.20	38
180.10	1
181.20	26
182.20	57
185.20	4
186.10	10
187.20	55
189.10	30
190.10	17
192.20	49
195.20	41
197.10	34
199.20	18
200.10	1
201.10	22
203.20	11
208.20	26
211.20	2
212.20	12
213.20	22
217.20	48
219.20	1
221.20	11
222.20	56
223.20	57
225.10	41
227.20	20
229.20	5
230.20	24
235.20	10
236.20	20
239.20	8
242.20	7
245.20	14
246.10	6
247.10	17
248.20	8
251.10	22
252.10	43
255.10	4
259.20	1
264.10	11
266.20	24
268.10	67
269.20	31
272.20	9
274.20	24
277.20	35
280.20	23
281.20	34
284.20	46
289.20	9
291.20	3
296.20	17
297.10	12
300.10	19
303.10	4
308.20	9
310.10	24
319.10	29
322.10	38
324.10	34
325.20	25
328.20	4
330.10	5
332.20	5
333.10	13
336.10	52
337.10	16
339.10	12
340.10	27
342.10	3
344.20	6
347.10	14
348.20	13
350.10	47
351.10	20
354.20	4
355.10	8
356.10	2
358.20	54
359.10	60
360.10	34
361.10	33
367.20	10
368.20	6
369.20	48
375.20	38
377.10	12
380.10	20
381.20	35
382.20	20
385.20	8
389.10	22
391.20	55
394.10	3
397.20	11
400.20	42
[MS Spectrum]	
# of Peaks	199
Raw Spectrum	5.708 -> 5.712 (scan : 2226 -> 2228)
Background	5.648 <-> 5.758 (scan : 2190 <-> 2256)
Base Peak	m/z 43.15 (Inten : 3,170)
Event#	1
m/z	Absolute Intensity
35.00	54
36.00	30
39.10	239
41.10	1651
42.15	324
43.15	3170
44.10	162
46.10	17
51.10	237
53.10	184
54.10	158
55.15	1773
56.10	1273
57.15	3089
58.10	107
59.10	210
60.05	255
63.10	82
65.10	294
66.10	47
67.10	385
68.10	27
69.10	937
70.15	1105
71.15	2103
72.20	76
73.15	124
75.20	52
76.10	73
77.20	157
79.05	390
80.10	41
81.10	69
82.10	45
83.10	498
84.10	1093
85.10	1161
86.10	362
88.10	16
91.10	70
93.10	131
94.10	63
96.10	115
97.15	694
98.20	497
99.20	110
102.20	45
105.20	137
106.20	279
107.20	171
108.20	160
109.20	19
110.20	140
111.20	257
112.20	71
114.10	9
115.20	75
116.10	54
117.20	48
119.10	56
120.20	91
121.20	162
125.20	62
126.20	136
127.20	51
128.20	304
129.20	70
131.20	54
134.20	24
135.20	35
136.10	5
137.20	18
138.20	18
140.10	190
141.10	34
145.10	25
147.20	36
149.20	22
152.20	3
153.10	3
154.20	5
156.20	39
160.10	25
161.10	18
162.20	24
163.10	3
164.20	3
167.10	10
170.10	22
173.20	62
175.20	29
176.20	33
178.20	13
179.20	25
181.20	27
185.20	63
187.10	36
189.10	52
192.20	31
195.20	5
200.20	27
202.10	3
205.10	33
206.20	45
208.10	1
210.10	35
215.20	28
217.20	34
219.20	22
221.20	2
223.20	44
225.20	60
227.20	40
228.20	51
230.20	21
233.10	26
234.20	17
237.10	12
241.20	7
244.20	28
245.20	58
248.20	3
252.20	29
253.20	25
254.20	80
256.10	1
258.20	13
259.10	14
260.20	25
261.20	20
263.10	17
265.20	22
266.20	68
268.10	26
269.10	20
272.20	12
273.20	19
274.10	6
275.10	2
277.10	66
279.10	38
280.20	5
281.10	23
285.10	14
287.20	21
289.20	9
290.10	11
294.10	40
298.20	36
300.20	33
303.20	19
304.20	4
305.20	11
307.20	33
309.20	89
310.20	7
311.20	22
314.20	23
315.10	13
316.20	1
319.20	43
320.20	5
322.10	16
323.10	44
324.20	34
326.10	11
327.10	23
328.10	17
334.10	34
337.20	28
338.20	2
339.10	10
340.20	42
342.20	10
343.20	47
344.20	39
345.20	15
350.20	46
351.20	4
356.20	17
358.20	35
361.10	45
362.10	11
363.20	13
364.20	5
367.20	20
368.20	61
369.20	37
371.20	19
373.20	31
377.20	54
379.20	28
380.20	28
388.20	47
389.20	35
393.10	33
398.20	6
399.20	22
400.10	20
[MS Spectrum]	
# of Peaks	188
Raw Spectrum	6.078 -> 6.082 (scan : 2448 -> 2450)
Background	6.062 <-> 6.122 (scan : 2438 <-> 2474)
Base Peak	m/z 91.10 (Inten : 4,501)
Event#	1
m/z	Absolute Intensity
35.00	27
39.10	635
41.15	2891
42.15	1042
43.10	4324
44.10	458
45.10	58
46.10	60
49.10	6
50.10	15
51.10	82
53.10	221
54.10	60
55.15	3093
56.15	1291
57.15	2819
58.10	213
60.10	130
61.10	10
62.10	108
63.10	87
65.10	37
67.10	157
68.10	122
69.15	1575
70.20	672
71.15	1141
72.20	100
73.10	57
75.20	106
76.10	48
77.10	123
79.20	72
80.20	49
81.20	102
82.10	98
83.10	294
84.10	323
85.20	527
87.20	51
91.10	4501
92.10	343
93.10	1111
94.10	90
95.10	32
96.10	103
97.15	510
98.10	56
99.10	57
101.10	51
105.15	542
106.20	51
107.10	214
108.10	32
109.10	3
112.20	122
115.10	25
116.10	2
117.20	12
120.10	8
125.10	33
128.10	22
129.10	62
130.10	9
131.10	71
134.10	9
135.10	134
138.10	38
140.20	30
146.10	18
147.10	32
149.10	18
150.10	37
152.20	16
154.10	68
155.10	31
160.20	45
163.10	24
164.10	1
166.20	45
169.10	19
173.10	49
180.10	10
184.10	2
185.20	48
190.10	18
191.10	40
192.10	6
193.10	60
194.20	1
196.10	11
197.10	17
199.10	22
200.10	13
202.10	23
208.10	61
210.20	26
214.10	61
216.10	52
217.20	21
218.10	24
219.10	21
221.20	34
222.10	26
228.20	19
230.20	5
232.10	8
234.20	12
235.20	5
237.10	10
240.10	32
243.10	66
245.20	3
249.10	12
250.20	21
253.20	5
254.20	23
255.10	39
260.10	59
261.10	2
262.10	37
264.20	7
267.10	11
269.10	27
270.10	2
272.20	8
273.10	3
279.10	51
283.20	65
284.10	106
286.10	10
287.10	11
291.10	21
292.10	31
293.20	22
294.20	37
295.10	27
296.10	51
297.10	37
299.10	34
302.20	12
307.20	21
308.10	37
309.20	23
315.10	15
318.10	19
323.20	13
325.10	7
326.10	10
329.20	13
330.10	41
332.10	12
334.10	33
338.10	37
340.10	25
342.20	52
344.20	28
346.10	28
349.10	4
354.20	30
355.10	52
356.20	3
357.20	27
360.10	39
361.10	39
363.10	3
366.10	73
367.10	18
369.20	10
370.10	6
371.10	36
373.20	4
375.10	12
376.20	10
377.20	53
380.20	3
381.10	41
386.10	11
387.20	42
388.10	32
389.20	6
390.10	34
391.20	30
392.20	22
394.10	10
395.10	10
396.20	28
398.10	5
[MS Spectrum]	
# of Peaks	213
Raw Spectrum	6.272 -> 6.275 (scan : 2564 -> 2566)
Background	6.232 <-> 6.322 (scan : 2540 <-> 2594)
Base Peak	m/z 57.15 (Inten : 11,214)
Event#	1
m/z	Absolute Intensity
35.00	11
36.00	7
38.00	87
39.10	394
40.05	589
41.10	3175
42.15	825
43.10	7556
44.10	57
46.10	12
47.10	3
49.10	18
50.10	7
51.10	73
52.10	85
53.10	132
54.10	146
55.15	1649
56.10	1805
57.15	11214
58.10	341
59.10	103
60.10	52
62.10	25
64.10	38
65.10	26
66.10	38
67.10	42
68.10	121
69.10	688
70.15	1040
71.15	5425
72.10	168
73.10	944
74.10	69
75.10	8
76.10	28
77.10	118
78.10	11
79.10	91
80.10	96
81.10	55
82.10	149
83.10	559
84.15	787
85.15	3859
86.20	184
87.20	73
88.10	8
89.10	59
90.10	18
91.10	215
92.20	124
93.20	94
94.10	36
95.10	260
96.10	53
98.15	455
99.15	503
102.10	25
103.20	84
104.10	11
105.10	35
106.10	14
107.10	23
108.10	15
111.10	2
112.20	320
113.25	465
116.20	14
117.20	103
118.20	7
121.20	81
123.20	39
125.20	12
126.20	258
127.10	406
129.20	10
130.10	13
131.10	35
132.10	8
133.20	61
134.10	10
136.10	132
137.20	47
138.20	29
140.20	9
141.10	227
142.20	77
143.10	29
144.10	18
146.20	18
147.10	196
148.10	292
149.10	34
150.10	26
153.20	15
154.20	102
155.20	109
156.20	1
161.20	11
162.10	23
166.20	24
167.20	47
170.10	31
171.10	34
178.10	45
179.20	5
180.10	41
181.20	38
183.20	62
184.20	366
188.20	20
189.20	20
190.10	17
191.10	43
192.20	32
202.10	1
206.20	40
208.10	12
210.10	3
211.20	5
214.10	25
216.20	25
217.20	52
220.20	32
221.10	33
222.10	14
225.20	22
226.10	3
227.20	16
229.20	11
230.10	38
232.20	27
237.20	3
241.10	49
242.20	18
243.10	14
244.10	8
250.10	28
252.10	13
255.10	26
259.20	18
260.10	25
261.20	9
263.10	12
264.20	2
266.20	43
267.10	9
268.20	35
269.20	14
270.20	35
271.10	23
272.20	43
273.20	13
274.10	9
276.10	8
277.20	3
280.20	41
285.10	14
287.20	45
288.10	9
290.10	14
291.20	14
293.10	27
295.20	13
299.20	79
300.20	6
301.10	12
305.10	33
307.20	4
308.20	44
310.10	40
311.20	43
312.10	19
313.20	37
315.10	55
316.10	45
320.20	5
325.10	20
326.20	14
330.20	82
334.20	12
335.20	37
338.10	21
339.10	4
341.20	201
342.10	60
344.10	10
345.20	6
347.10	1
349.20	43
350.10	26
351.20	12
354.20	44
357.20	36
358.20	41
359.10	28
363.10	22
367.10	5
368.20	43
369.10	5
370.10	41
371.10	18
376.20	21
380.10	3
381.20	3
388.10	15
390.20	16
391.20	4
398.20	49
399.10	23
400.10	44
[MS Spectrum]	
# of Peaks	223
Raw Spectrum	6.713 -> 6.717 (scan : 2829 -> 2831)
Background	6.685 <-> 6.805 (scan : 2812 <-> 2884)
Base Peak	m/z 43.10 (Inten : 3,024)
Event#	1
m/z	Absolute Intensity
35.00	30
36.00	14
37.00	70
38.00	56
39.00	222
40.00	50
41.10	2112
42.10	311
43.10	3024
46.10	27
47.10	41
48.10	57
49.10	26
50.10	12
51.10	126
52.10	61
53.10	26
54.10	154
55.15	1659
56.10	1039
57.15	2985
58.10	307
59.10	44
60.10	67
61.20	14
63.10	80
65.10	68
66.10	143
68.10	131
69.15	1157
70.10	472
71.15	1392
72.10	63
73.10	258
74.10	14
75.10	15
76.10	51
77.10	217
81.10	154
82.10	70
83.10	504
84.10	175
85.20	642
88.20	43
90.10	16
91.05	2694
93.15	803
94.10	35
95.10	102
96.10	51
97.15	219
98.20	175
99.20	165
104.10	82
105.10	387
107.10	112
111.20	2
112.10	94
113.10	62
114.20	56
116.10	8
118.20	15
119.10	98
120.20	3
121.10	1
122.10	29
125.20	22
126.10	41
127.20	145
128.10	59
130.10	36
131.20	61
133.10	10
134.20	33
135.20	5
139.20	32
140.10	53
141.20	48
142.10	6
143.10	20
144.10	2
146.10	26
147.20	41
148.10	51
149.10	20
150.20	30
151.10	71
153.20	10
154.10	32
155.10	54
162.10	13
164.20	7
165.10	45
166.20	34
167.20	8
169.20	122
170.20	18
172.10	35
173.10	19
175.20	3
178.20	9
179.10	55
181.20	20
182.20	33
184.20	2
186.10	9
187.20	2
189.20	47
190.20	27
192.20	15
193.20	26
196.20	5
198.20	67
199.10	5
203.10	30
206.10	35
207.10	66
208.20	29
209.10	95
210.10	31
211.10	17
214.20	16
215.10	39
221.20	68
225.10	21
226.20	37
233.20	27
235.20	12
236.10	18
240.10	39
241.20	9
242.10	22
243.10	40
244.20	28
245.10	18
246.10	20
247.10	35
249.10	2
251.10	1
252.10	20
253.10	15
256.20	7
257.10	1
258.10	21
259.10	4
261.20	48
262.10	37
264.20	6
265.10	51
267.10	37
268.10	33
272.10	43
273.10	24
277.10	2
279.10	17
281.10	67
283.10	13
286.20	27
289.10	40
291.10	12
293.10	18
294.20	24
295.20	24
296.20	29
297.10	13
300.10	17
301.20	10
302.20	22
303.10	5
304.10	33
305.10	4
308.20	40
309.10	5
311.10	31
313.10	2
314.10	24
317.20	35
319.20	25
320.10	18
322.10	48
323.10	1
324.20	14
325.20	15
327.10	48
329.10	25
334.20	1
336.10	10
337.10	76
344.10	13
345.20	31
346.10	1
347.20	47
348.10	19
351.20	18
353.10	49
356.10	42
357.10	10
358.10	31
359.10	28
360.10	31
361.20	40
362.20	50
364.10	58
366.10	50
367.20	23
368.10	61
369.10	2
372.10	8
373.10	41
375.10	44
377.20	8
379.10	48
381.10	33
382.10	6
385.10	15
386.10	21
387.10	21
388.10	19
390.20	40
391.10	46
394.10	29
397.10	12
398.20	31
[MS Spectrum]	
# of Peaks	215
Raw Spectrum	6.818 -> 6.822 (scan : 2892 -> 2894)
Background	6.805 <-> 6.845 (scan : 2884 <-> 2908)
Base Peak	m/z 57.15 (Inten : 3,463)
Event#	1
m/z	Absolute Intensity
38.00	17
39.05	726
40.05	53
41.15	2822
42.10	956
43.10	3293
44.05	83
47.00	33
50.00	41
53.10	251
54.15	467
55.15	3251
56.10	2395
57.15	3463
58.10	65
63.10	103
64.10	74
